measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2009,145.8175701,385.4650655,-14.00797594
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,873.2917606,2226.975538,-82.83196735
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,1239.852307,3243.791572,-118.3067378
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,2113.144068,5567.602304,-201.1387051
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.436919454,0.765256083,-0.045691285
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.437855393,0.767201384,-0.045407517
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.437450228,0.766579367,-0.045458033
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,123.3478741,314.5485971,-11.6995803
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,169.8819057,444.4573684,-16.21013563
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,146.9683227,387.224508,-13.9891163
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,897.1051987,2361.208486,-90.10938225
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,1274.566643,3396.556334,-125.1131233
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,2171.671842,5787.346232,-215.2225056
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.439582191,0.767671346,-0.046439081
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.439789196,0.767360121,-0.045831503
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.439709864,0.768985565,-0.046051061
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,124.2642496,327.0673284,-12.48167414
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,170.9428999,455.5408636,-16.77997791
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,147.980112,394.3561487,-14.66549866
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,923.9696071,2424.931175,-94.58344657
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,1306.662791,3441.595726,-132.1037679
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,2230.632398,5905.241152,-226.6872144
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.442109081,0.768494721,-0.047365996
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.441680515,0.76653153,-0.046775772
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.441865567,0.770130347,-0.047007723
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,125.4351394,329.2008498,-12.84034422
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,171.8465411,452.6235273,-17.37370631
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,149.0090772,394.4776089,-15.14299383
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,948.4805012,2466.478547,-100.0707144
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,1337.473957,3440.996686,-151.3801673
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,2285.954458,5944.06116,-249.5693142
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.44452572,0.769558934,-0.048378306
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.443546401,0.768697748,-0.047888404
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.443954624,0.772147237,-0.048109946
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,126.6286428,329.2917782,-13.36012572
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,173.1475945,445.4668412,-19.59747453
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,150.2461831,390.6781686,-16.40314257
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,967.6510547,2391.608541,-101.3619294
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,1353.860717,3454.361763,-166.1612588
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,2321.511772,5885.630838,-269.4229085
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.446868699,0.771081126,-0.049382291
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.445373712,0.770438211,-0.048822279
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.445970335,0.775559564,-0.04905623
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,127.7681311,315.7867209,-13.3837753
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,173.3406901,442.2769967,-21.27435038
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,150.9053169,382.5838823,-17.51330743
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,977.4434273,2529.437134,-109.2816011
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,1371.929298,3583.315612,-164.0947106
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,2349.372725,6152.820812,-276.5252411
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.449122998,0.773361562,-0.050284228
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.447229662,0.772661925,-0.049228817
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.448009547,0.778544772,-0.049684591
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,128.7974374,333.3031988,-14.40000493
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,175.3192604,457.9129872,-20.96971276
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,152.4149703,399.1627174,-17.93950613
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,978.8860326,2539.86481,-108.9807273
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,1370.18308,3552.82028,-159.4464573
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,2349.069113,6161.127421,-268.4271846
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.451319245,0.776293117,-0.051252277
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.44913767,0.775552273,-0.048415818
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.450041869,0.780632094,-0.049599709
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,129.7467966,336.6472827,-14.44488918
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,176.0193725,456.4099539,-20.48314986
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,153.244851,401.9298746,-17.51122762
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,980.8830704,2565.975174,-109.4995999
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,1373.544098,3607.239398,-160.3690048
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,2354.427168,6189.188539,-269.8686047
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.453494834,0.778664419,-0.052324439
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.451087202,0.778315726,-0.047724922
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.452084854,0.783028334,-0.049574454
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,130.7515814,342.0441457,-14.59628195
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,177.1247042,465.1697841,-20.68030622
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,154.3223266,405.6740375,-17.68869793
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,988.841252,2535.851436,-106.4797769
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,1386.232089,3577.112932,-153.3097618
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,2375.073341,6157.474972,-259.4308542
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.455567851,0.780095302,-0.053211752
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.45298036,0.780808522,-0.048268564
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.454073088,0.784452919,-0.05026759
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,131.8877728,338.2219312,-14.20185555
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,178.6013525,460.873192,-19.75234236
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,155.648664,403.5255402,-17.00160797
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,1001.800076,2586.135377,-108.3078373
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,1411.161262,3661.584682,-155.3475985
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,2412.961338,6285.132223,-263.3961408
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.457528812,0.781352487,-0.053625257
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.454779678,0.783973386,-0.04844262
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.45592506,0.786379312,-0.050517018
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2019,132.5134764,342.0820154,-14.32645932
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2019,179.6963479,466.2637876,-19.78186112
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2019,156.5534537,407.7807384,-17.0891986
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2020,1028.179392,2607.895359,-139.3378235
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2020,1437.483687,3573.586545,-155.6385854
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2020,2465.663079,6133.566549,-294.9764089
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2020,0.459576815,0.782189128,-0.053448711
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2020,0.456912035,0.784355537,-0.047839278
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2020,0.458010625,0.785553504,-0.05024517
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2020,133.426327,338.4252804,-18.08179988
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2020,179.3557021,445.8785374,-19.41911969
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2020,156.842017,390.1591248,-18.76359156
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2021,1065.642225,2762.215209,-117.5571668
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2021,1510.212301,4004.230301,-165.8614486
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2021,2575.854526,6808.321267,-283.3326163
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2021,0.461566902,0.783210387,-0.053336437
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2021,0.45850593,0.781039873,-0.049912828
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2021,0.459782248,0.787670675,-0.051350908
YLDs (Years Lived with Disability),71,Australia,1,Male,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2021,133.8859672,347.0412923,-14.76973661
YLDs (Years Lived with Disability),71,Australia,2,Female,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2021,181.6815485,481.7168825,-19.95346269
YLDs (Years Lived with Disability),71,Australia,3,Both,15,50-54 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2021,158.3023256,418.4138038,-17.41255635
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1990,470.9585782,1291.925937,-48.07920327
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1990,676.922187,1847.043434,-57.87868076
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1990,1147.880765,3131.964704,-105.484418
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1990,0.373075591,0.685090462,-0.035325599
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1990,0.383764946,0.710040586,-0.034211627
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1990,0.379307025,0.694570791,-0.034656416
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1990,131.7483824,361.4100268,-13.44992437
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1990,193.5112054,528.0128325,-16.54573229
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1990,162.2954334,442.8191363,-14.91412685
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,480.5829031,1280.067484,-49.75584751
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,685.0496867,1838.289502,-57.25281539
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,1165.63259,3136.090082,-105.4892256
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.37646351,0.691932388,-0.035862599
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.386137514,0.712789496,-0.034775616
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.382113674,0.698478467,-0.035220502
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1991,134.3108512,357.7467118,-13.90550972
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1991,195.6741059,525.0796574,-16.3534028
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1991,164.6580309,443.00616,-14.9014778
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1992,499.3315428,1363.490916,-51.26582504
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1992,709.5306633,1887.225798,-59.67033858
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1992,1208.862206,3214.025447,-109.0257016
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1992,0.379883805,0.695792413,-0.036451624
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1992,0.388684821,0.71507834,-0.035366108
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1992,0.385003184,0.702653333,-0.035791292
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1992,136.9752398,374.0290353,-14.06309852
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1992,198.3147437,527.4820663,-16.67793728
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1992,167.357904,444.9577127,-15.09379052
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1993,522.0351044,1395.216764,-54.29062973
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1993,739.8402617,1974.258076,-63.72096404
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1993,1261.875366,3287.687824,-117.6049203
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1993,0.383254862,0.700153661,-0.037087015
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1993,0.391348541,0.718784125,-0.035979534
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1993,0.38796051,0.710767778,-0.036421282
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1993,139.925909,373.9728847,-14.55202083
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1993,201.9811769,538.9852248,-17.39623534
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1993,170.6686865,444.6598909,-15.90606951
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1994,544.4652638,1442.216304,-55.39647522
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1994,768.9920445,2060.748995,-66.91645705
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1994,1313.457308,3458.760838,-120.803742
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1994,0.386648643,0.703370134,-0.037763109
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1994,0.394153051,0.723307995,-0.036612327
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1994,0.391013504,0.713853239,-0.037027873
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1994,141.8816464,375.825672,-14.43571083
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1994,203.9376452,546.5131928,-17.74632751
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1994,172.6374662,454.6106703,-15.8781346
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1995,573.2064033,1527.91985,-58.94092065
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1995,803.3605041,2131.687428,-69.27537917
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1995,1376.566907,3566.53807,-127.8882871
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1995,0.390013151,0.708867519,-0.038474245
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1995,0.397044311,0.726433283,-0.037260921
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1995,0.394101033,0.719191029,-0.037751143
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1995,144.3625788,384.80807,-14.84432702
YLDs (Years Lived with Disability),71,Australia,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1995,206.9416399,549.1119988,-17.84499051
YLDs (Years Lived with Disability),71,Australia,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1995,175.2993179,454.18184,-16.28597156
YLDs (Years Lived with Disability),71,Australia,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1996,595.1254965,1575.130393,-63.46750524
